,Reviews_by_sentence,Clinic,clean_answers
5000,"   And when I say negative, they would say that your going to have a miscarriage",Reproductive Medicine Associates of New Jersey RMANJ,negative go miscarriage
5001,If I could give zero stars I would,Reproductive Medicine Associates of New Jersey RMANJ,zero star
5002,  There are no redeeming qualities for RMA,Reproductive Medicine Associates of New Jersey RMANJ,redeem quality rma
5003,  I should have immediately looked elsewhere when my first experience with RMA was them threatening to cancel my appointment if they didn't receive about 10 pages of personal information before the first appointment,Reproductive Medicine Associates of New Jersey RMANJ,immediately look experience rma threaten cancel appointment receive 10 page personal information appointment
5004,  (You'll see that as you work with them you'll find that its all about them and nothing about you,Reproductive Medicine Associates of New Jersey RMANJ,work find
5005,")You rarely meet with your 'doctor', you meet with a rotation of medical students and then you will later find out that you need to go to the Basking Ridge office to do the retrievals and insertions by another rotation of people you've never met with",Reproductive Medicine Associates of New Jersey RMANJ,rarely meet doctor meet rotation medical student late find need basking ridge office retrieval insertion rotation people meet
5006,You have to know how each part of the RMA organization works as well as the lingo as RMA takes no accountability and will have you driving the process instead of them,Reproductive Medicine Associates of New Jersey RMANJ,know rma organization work lingo rma take accountability drive process instead
5007,"  They provide minimal information about what's happening, why you are doing such actions, and what you can expect in the future",Reproductive Medicine Associates of New Jersey RMANJ,provide minimal information happen action expect future
5008,  When you ask questions they get frustrated and become very short with you,Reproductive Medicine Associates of New Jersey RMANJ,ask question frustrate short
5009,  They are rude and will bully you by saying that if you deviate from their recommended procedures they will stop working with you,Reproductive Medicine Associates of New Jersey RMANJ,rude bully say deviate recommend procedure stop work
5010,  Then at the end of the conversations will say that they care and only want what's best for you,Reproductive Medicine Associates of New Jersey RMANJ,end conversation care want well
5011,  Crazy! Every (and I mean every) interaction with RMA is infuriating,Reproductive Medicine Associates of New Jersey RMANJ,crazy mean interaction rma infuriate
5012,"  Even though I want to get pregnant, ironically I hope that I don't as I don't trust their competence and fear that any child created would have development issues because of what RMA did",Reproductive Medicine Associates of New Jersey RMANJ,want pregnant ironically hope trust competence fear child create development issue rma
5013,Was very helpful  in my conceiving my 4 year old son,Reproductive Medicine Associates of New Jersey RMANJ,helpful conceive 4 year old son
5014,Our baby was born on 5/13/15 after working with Dr Shefali Shastri from RMANJ,Reproductive Medicine Associates of New Jersey RMANJ,baby bear 51315 work dr shefali shastri rmanj
5015,  Our interactions were great and thankfully everything worked out,Reproductive Medicine Associates of New Jersey RMANJ,interaction great thankfully work
5016,"  There are some hiccups that I can warn against, but was a smooth practice for nearly of it",Reproductive Medicine Associates of New Jersey RMANJ,hiccup warn smooth practice nearly
5017,  We'll be going back for sure,Reproductive Medicine Associates of New Jersey RMANJ,go sure
5018,I have been a patient at RMA off and on for about 2 years,Reproductive Medicine Associates of New Jersey RMANJ,patient rma 2 year
5019,"  I am writing this review about my experience, not out of frustration for lack of success (although that is true), but out of frustration for how my husband and I are treated by RMA",Reproductive Medicine Associates of New Jersey RMANJ,write review experience frustration lack success true frustration husband treat rma
5020,   Our experience has been that we can only communicate with nursing via voicemail and can never actually get someone on the phone,Reproductive Medicine Associates of New Jersey RMANJ,experience communicate nurse voicemail actually phone
5021,   It's frustrating to feel like you are playing a game of telephone when it comes to your medical care,Reproductive Medicine Associates of New Jersey RMANJ,frustrate feel like play game telephone come medical care
5022,"If we are available to answer the phone when the nurse calls (which is always while we are working at our busy, fast paced jobs) we both feel as though we are rushed off of the phone",Reproductive Medicine Associates of New Jersey RMANJ,available answer phone nurse call work busy fast pace job feel rush phone
5023,  We usually feel as though we are treated like lab values on a piece of paper instead of human beings in need of medical care,Reproductive Medicine Associates of New Jersey RMANJ,usually feel treat like lab value piece paper instead human being need medical care
5024,  We are still patients there but are seriously considering other clinics,Reproductive Medicine Associates of New Jersey RMANJ,patient seriously consider clinic
5025,"  I have started asking around, and have been told that it's more typical to be able to call a clinic and actually speak to someone as well as to have a way to communicate with your doctor (ex: by email)",Reproductive Medicine Associates of New Jersey RMANJ,start ask tell typical able clinic actually speak way communicate doctor ex email
5026,"Please don't get me wrong, it's clear that they know what they are doing when it comes to fertility, but we don't feel like they treat the person",Reproductive Medicine Associates of New Jersey RMANJ,wrong clear know come fertility feel like treat person
5027,"  We aren't looking for a best friend but we are looking to be treated like human beings with feelings, questions and concerns",Reproductive Medicine Associates of New Jersey RMANJ,look well friend look treat like human being feeling question concern
5028,Just to add an update:  we switched practices to The Institute for Reproductive Medicine at St,Reproductive Medicine Associates of New Jersey RMANJ,add update switch practice institute reproductive medicine st
5029, Working with them vs,Reproductive Medicine Associates of New Jersey RMANJ,working vs
5030, RMA is like night and day,Reproductive Medicine Associates of New Jersey RMANJ,rma like night day
5031,"  They are professional, empathetic, communicative, consistent and reliable",Reproductive Medicine Associates of New Jersey RMANJ,professional empathetic communicative consistent reliable
5032, It only makes RMA look worse in my eyes and any recommendations I would ever give would be to go to IRMS at St,Reproductive Medicine Associates of New Jersey RMANJ,make rma look wrong eye recommendation irms st
5033,I am a patient with RMA-NJ and love the attention and care that they give,Reproductive Medicine Associates of New Jersey RMANJ,patient rma nj love attention care
5034,  I go to the Basking Ridge office,Reproductive Medicine Associates of New Jersey RMANJ,basking ridge office
5035,  My nurse coordinator returns my calls with questions very quickly and always keeps me informed,Reproductive Medicine Associates of New Jersey RMANJ,nurse coordinator return call question quickly keep inform
5036,  The nurses in IVF recovery are wonderful,Reproductive Medicine Associates of New Jersey RMANJ,nurse ivf recovery wonderful
5037,  Unfortunately I will not be returning,Reproductive Medicine Associates of New Jersey RMANJ,unfortunately return
5038,  My biggest issue with RMA is directly related to the mistakes the finance department makes,Reproductive Medicine Associates of New Jersey RMANJ,big issue rma directly relate mistake finance department make
5039, Robin Odom is rude and condescending,Reproductive Medicine Associates of New Jersey RMANJ,robin odom rude condescend
5040," She talks to you like she's giving the services out for free, she forgets that we are paying customers",Reproductive Medicine Associates of New Jersey RMANJ,talk like give service free forget pay customer
5041, They will never call you back and she always says she has SO MANY clients she doesn't remember who your,Reproductive Medicine Associates of New Jersey RMANJ,say client remember
5042, Never explain allocated money and forget trying to get a refund from them,Reproductive Medicine Associates of New Jersey RMANJ,explain allocate money forget try refund
5043,Surprised by all the negative reviews,Reproductive Medicine Associates of New Jersey RMANJ,surprised negative review
5044,  My son just turned 3,Reproductive Medicine Associates of New Jersey RMANJ,son turn 3
5045,I conceived at RMA,Reproductive Medicine Associates of New Jersey RMANJ,conceive rma
5046,"  I may have had a positive experience because it ended with a baby, however during the whole process I thought they were extremely organized considering the amount of patients",Reproductive Medicine Associates of New Jersey RMANJ,positive experience end baby process think extremely organize consider patient
5047,"  I originally went to them because their reputation as ""the best"" and I was never disappointed",Reproductive Medicine Associates of New Jersey RMANJ,originally go reputation well disappoint
5048,  I felt that online training for the shots was sufficient,Reproductive Medicine Associates of New Jersey RMANJ,feel online train shot sufficient
5049,"but I also felt that if I didn't understand something, there were approachable nurses that could help either by phone or in person",Reproductive Medicine Associates of New Jersey RMANJ,feel understand approachable nurse help phone person
5050,      Dr Michael Bohrer performed a pre IVF surgery and Marcy Maguire was my main Dr  The Doctor that did my transfer was Dr Molinaro,Reproductive Medicine Associates of New Jersey RMANJ,dr michael bohrer perform pre ivf surgery marcy maguire main dr doctor transfer dr molinaro
5051,"All Doctor's were very professional!!!  I can't remember my main nurse's name, I don't think she is there anymore because the names on the website don't look familiar, but I remember the nurses in the recovery room in Morristown were very pleasant!  If I was a little younger, I would go back and try for a second!!!",Reproductive Medicine Associates of New Jersey RMANJ,doctor professional remember main nurse think anymore name website look familiar remember nurse recovery room morristown pleasant little young try 2
5052, You hardly ever see your actual doctor,Reproductive Medicine Associates of New Jersey RMANJ,hardly actual doctor
5053, They don't educate you on how to administer the shots,Reproductive Medicine Associates of New Jersey RMANJ,educate administer shot
5054, Barely return your calls/no communication4,Reproductive Medicine Associates of New Jersey RMANJ,barely return call communication4
5055, Don't warn you of procedure expectations,Reproductive Medicine Associates of New Jersey RMANJ,warn procedure expectation
5056, Are only in it for the MONEY! You are nothing but a number they can care less about,Reproductive Medicine Associates of New Jersey RMANJ,money numb care
5057, I had the meds/ needles but I was having a hard time with administering only the progesterone shots ( all others in the belly were no big deal) I couldn't reach my butt,Reproductive Medicine Associates of New Jersey RMANJ,meds needle have hard time administer progesterone shot belly big deal reach butt
5058, My nurse in charge told me to go to the office where they would do it for me,Reproductive Medicine Associates of New Jersey RMANJ,nurse charge tell office
5059," I went, had it done left",Reproductive Medicine Associates of New Jersey RMANJ,go leave
5060," The next day I went in and the lady exclaimed to the entire waiting room that I "" left without paying for my progesterone shot"" REALLY?Hello HIPA? I was never told it was a charge",Reproductive Medicine Associates of New Jersey RMANJ,day go lady exclaim entire wait room leave pay progesterone shoot reallyhello hipa tell charge
5061," I called my nurse, and they apologized and said she spoke to my doctor and they were shocked they did that and that for now on the $35 fee was waived",Reproductive Medicine Associates of New Jersey RMANJ,call nurse apologize say speak doctor shock 35 fee waive
5062," So today I go in, wait an hour, for the woman again to tell me I owe them $35 and $35 for each additional shot",Reproductive Medicine Associates of New Jersey RMANJ,today wait hour woman tell owe 35 35 additional shoot
5063," ( not covered by insurance= $1,000 /month) I bugged out",Reproductive Medicine Associates of New Jersey RMANJ,cover insurance 1000 month bug
5064, I told her my nurse spoke to the doctor and that it was waived,Reproductive Medicine Associates of New Jersey RMANJ,tell nurse speak doctor waive
5065, They went to the back to speak to my doctor ( She was too busy to see me as usual) and she told them I was to be charged,Reproductive Medicine Associates of New Jersey RMANJ,go speak doctor busy usual tell charge
5066," I called my nurse in charge , no answer, still no call back",Reproductive Medicine Associates of New Jersey RMANJ,call nurse charge answer
5067, There is NO COMMUNICATION! This is just one of many stories,Reproductive Medicine Associates of New Jersey RMANJ,communication story
5068," I am not bitter, I am pregnant but just don't want to see others go through what I did with RMA",Reproductive Medicine Associates of New Jersey RMANJ,bitter pregnant want rma
5069, Go elsewhere where you are treated better and not as a number!,Reproductive Medicine Associates of New Jersey RMANJ,treat well numb
5070,"My wife was referred to Dr Paul Berg of RMA in Basking Ridge, NJ",Reproductive Medicine Associates of New Jersey RMANJ,wife refer dr paul berg rma basking ridge nj
5071, Having had her tubes tied at the birth of our little boy 2 years prior now decided to try to have a baby sibling for him,Reproductive Medicine Associates of New Jersey RMANJ,having tube tie birth little boy 2 year prior decide try baby sibling
5072, IVF seemed to be the most thoughtful approach considering her tubes tied & now age 43 & very healthy,Reproductive Medicine Associates of New Jersey RMANJ,ivf thoughtful approach consider tube tie age 43 healthy
5073, Dr Berg came very highly recommended,Reproductive Medicine Associates of New Jersey RMANJ,dr berg come highly recommend
5074, Our experience was awful,Reproductive Medicine Associates of New Jersey RMANJ,experience awful
5075, Not because we couldn't get pregnant but for the inconsiderate demeanor of Dr Berg himself,Reproductive Medicine Associates of New Jersey RMANJ,pregnant inconsiderate demeanor dr berg
5076," On 3 separate occasions either he or a staff MD, suggested to my wife that if IVF didn't succeed for us, to take our funds to go on vacation & try on our own to conceive",Reproductive Medicine Associates of New Jersey RMANJ,3 separate occasion staff md suggest wife ivf succeed fund vacation try conceive
5077, Why would you ever say that to a woman who tied her tubes ? Maybe they should actually prepare for the consult by reading the file ?!?! A factory in every sense of the word,Reproductive Medicine Associates of New Jersey RMANJ,woman tie tube maybe actually prepare consult read file factory sense word
5078, I could go on with other examples of our concerns but this place has taken too much of our time & hard earned money already,Reproductive Medicine Associates of New Jersey RMANJ,example concern place take time hard earn money
5079, My suggestion is to seek out a practice that can provide a more individualized approach to medicine,Reproductive Medicine Associates of New Jersey RMANJ,suggestion seek practice provide individualize approach medicine
5080, Bad experience,Reproductive Medicine Associates of New Jersey RMANJ,bad experience
5081,RMA is one of the top IVF practices in the country,Reproductive Medicine Associates of New Jersey RMANJ,rma ivf practice country
5082," It's pretty much them, CCRM in Colorado and a handful of others leading the major developments in the field",Reproductive Medicine Associates of New Jersey RMANJ,pretty ccrm colorado handful lead major development field
5083," So you are getting the most advanced care you can get, probably anywhere",Reproductive Medicine Associates of New Jersey RMANJ,get advance care probably
5084," Dr Scott, Dr Forman and the fellows publish the research",Reproductive Medicine Associates of New Jersey RMANJ,dr scott dr forman fellow publish research
5085, If you search for Scott on Google Scholar you'll see on their latest publications,Reproductive Medicine Associates of New Jersey RMANJ,search scott google scholar late publication
5086, I enjoyed reading these since it gave me insights into my own clinical care,Reproductive Medicine Associates of New Jersey RMANJ,enjoy read give insight clinical care
5087," Not surprisingly, they are one of the highest volume clinics in the country, over 3,000 IVF cycles a year when I went there",Reproductive Medicine Associates of New Jersey RMANJ,surprisingly high volume clinic country 3000 ivf cycle year go
5088," But surprisingly, the politeness and warmth of the staff if very good",Reproductive Medicine Associates of New Jersey RMANJ,surprisingly politeness warmth staff good
5089, It doesn't feel like a factory even though they are dealing with vast numbers of patients,Reproductive Medicine Associates of New Jersey RMANJ,feel like factory deal vast number patient
5090, You are assigned a nurse coordinator who is your primary contact throughout and a financial counselor,Reproductive Medicine Associates of New Jersey RMANJ,assign nurse coordinator primary contact financial counselor
5091," The front desk staff is unfailingly kind, especially Miss Harriet in the Somerset office",Reproductive Medicine Associates of New Jersey RMANJ,desk staff unfailingly kind especially miss harriet somerset office
5092," Clearly the partners -- Scott, Drewes and Berg -- care a lot about patient experience and someone is ensuring that patients are always treated kindly",Reproductive Medicine Associates of New Jersey RMANJ,clearly partner scott drewes berg care lot patient experience ensure patient treat kindly
5093, I saw Dr Bohrer and liked him very much,Reproductive Medicine Associates of New Jersey RMANJ,see dr bohrer like
5094," Humble, humorous, kind",Reproductive Medicine Associates of New Jersey RMANJ,humble humorous kind
5095," Always a pleasure to deal with him, even during morning monitoring when you know he's busy",Reproductive Medicine Associates of New Jersey RMANJ,pleasure deal morning monitor know busy
5096, I would've preferred to have more discussions of the latest research with him but I was still very happy,Reproductive Medicine Associates of New Jersey RMANJ,prefer discussion late research happy
5097,"Finally, a word of caution: by default, RMA gives nearly all the interventions to everyone, even if you might not need it",Reproductive Medicine Associates of New Jersey RMANJ,finally word caution default rma give nearly intervention need
5098, Everyone gets drugged up with many medications,Reproductive Medicine Associates of New Jersey RMANJ,get drug medication
5099," (Personally, I didn't take the steroids or the antibiotics because I couldn't find sufficient evidence in the literature that they made a difference",Reproductive Medicine Associates of New Jersey RMANJ,personally steroid antibiotic find sufficient evidence literature difference
5100, I also negotiated with them to do a more natural-style cycle that wouldn't involve any medication after the transfer,Reproductive Medicine Associates of New Jersey RMANJ,negotiate natural style cycle involve medication transfer
5101,") All embryos get extended culture, assisted hatching and 84% get ICSI",Reproductive Medicine Associates of New Jersey RMANJ,embryo extend culture assist hatch 84 icsi
5102, Many get the CCS genetic testing,Reproductive Medicine Associates of New Jersey RMANJ,ccs genetic test
5103," In the end, we had a ton of stellar embryos, so we didn't need all the interventions",Reproductive Medicine Associates of New Jersey RMANJ,end ton stellar embryo need intervention
5104, If it is ever discovered that these interventions are hazardous to the offspring -- and some such as CCS are so new they haven't been studied much -- I will feel terrible,Reproductive Medicine Associates of New Jersey RMANJ,discover intervention hazardous offspring ccs new study feel terrible
5105," Had I known how well we would do, I think I would've gone to a lower-tech clinic and not done extended culture, ICSI, CCS, etc",Reproductive Medicine Associates of New Jersey RMANJ,know think go low tech clinic extend culture icsi ccs etc
5106, But that's with the clarity of hindsight,Reproductive Medicine Associates of New Jersey RMANJ,clarity hindsight
5107, All I'm saying here is that you should question them about every intervention,Reproductive Medicine Associates of New Jersey RMANJ,say question intervention
5108, You can decline ICSI,Reproductive Medicine Associates of New Jersey RMANJ,decline icsi
5109, You can decline the antibiotic,Reproductive Medicine Associates of New Jersey RMANJ,decline antibiotic
5110, They want to give you all this stuff because it MIGHT help,Reproductive Medicine Associates of New Jersey RMANJ,want stuff help
5111," For me, I wanted proof that it would definitely help before I exposed myself or my embryos to it",Reproductive Medicine Associates of New Jersey RMANJ,want proof definitely help expose embryo
5112," That said, I still wish I hadn't caved to their pressure on ICSI and CCS",Reproductive Medicine Associates of New Jersey RMANJ,say wish cave pressure icsi ccs
5113,I started my IVF journey in January 2019,RMA of Philadelphia,start ivf journey january 2019
5114, I remember our first visit with Dr Castelbaum,RMA of Philadelphia,remember visit dr castelbaum
5115, I literally was crying in his office when he told me my chances of normal pregnancy was so low,RMA of Philadelphia,literally cry office tell chance normal pregnancy low
5116," Although this was not what my husband and I had planned, everything happens for a reason",RMA of Philadelphia,husband plan happen reason
5117," Today, was a happy day; unlike the first visit",RMA of Philadelphia,today happy day unlike visit
5118, We graduated from RMA,RMA of Philadelphia,graduate rma
5119," With Dr Castelbaum's support and guidance, along with a great team; we are 8 weeks and 6 days pregnant  To be able to get pregnant from our first transfer, it's a blessing",RMA of Philadelphia,dr castelbaum support guidance great team 8 week 6 day pregnant able pregnant transfer bless
5120, Thank you to my favorite nurse Heather,RMA of Philadelphia,thank favorite nurse heather
5121," She was always kind, gentle when taking blood and remembered me by name",RMA of Philadelphia,kind gentle take blood remember
5122," Although I wasn't excited about the shots , the hormonal pills and the countless visits for bloodwork and ultrasound; but they got the job done and they did it right",RMA of Philadelphia,excite shot hormonal pill countless visit bloodwork ultrasound get job right
5123, I will fully recommend anyone struggling with infertility to visit RMA of Philadelphia,RMA of Philadelphia,fully recommend struggle infertility visit rma philadelphia
5124, My office of choice was in King of Prussia,RMA of Philadelphia,office choice king prussia
5125,I am so grateful to all the wonderful staff at RMA King of Prussia and Willow Grove,RMA of Philadelphia,grateful wonderful staff rma king prussia willow grove
5126," I am now lucky enough to have a wonderful baby boy after years of trying, including a heartbreaking miscarriage",RMA of Philadelphia,lucky wonderful baby boy year try include heartbreaking miscarriage
5127," A special thank you to Dr Castlebaum, who is smart and confident and got the job done! Jodi from finance was a huge help",RMA of Philadelphia,special thank dr castlebaum smart confident get job jodi finance huge help
5128," I loved all the nurses, especially Jill from the willow grove location",RMA of Philadelphia,love nurse especially jill willow grove location
5129, Also a huge thank you to Dr Gutman who made me feel like I was her only and most important patient during the implantation,RMA of Philadelphia,huge thank dr gutman feel like important patient implantation
5130," I am so thankful that my family is now complete, and I recommend RMA to anyone having trouble with fertility",RMA of Philadelphia,thankful family complete recommend rma have trouble fertility
5131,"If I could give negative stars, I would",RMA of Philadelphia,negative star
5132,  Dr Gutmann is the worst,RMA of Philadelphia,dr gutmann wrong
5133,"  She has no bedside manner and always just tells you ""looks great""",RMA of Philadelphia,bedside manner tell look great
5134,She feels the need to belittle her patients by commenting on their socks or their children,RMA of Philadelphia,feel need belittle patient comment sock child
5135,Billing is also the worst,RMA of Philadelphia,billing wrong
5136,"  I had to tell the billing office they didn't submit 3 claims for my IUIs and when they did bill my insurance, they did not submit my referral so now they are sending me bills",RMA of Philadelphia,tell bill office submit 3 claim iuis bill insurance submit referral send bill
5137,I will never recommend RMA to anyone,RMA of Philadelphia,recommend rma
5138, You're a number to them and never get a call back,RMA of Philadelphia,numb
5139,Castlebaum is absolutely amazing and has a wonderful bedside manner,RMA of Philadelphia,castlebaum absolutely amaze wonderful bedside manner
5140," Gutman, on the other hand, can best be described as a twat",RMA of Philadelphia,gutman hand well describe twat
5141, She is cold and rude,RMA of Philadelphia,cold rude
5142,I would highly suggest avoiding this corporation for fertility care,RMA of Philadelphia,highly suggest avoid corporation fertility care
5143,  The doctors are fantastic however this billing department treats you As nothing more than a revenue stream,RMA of Philadelphia,doctor fantastic bill department treat revenue stream
5144,After numerous attempts at IVF with places like Abington and Cooper Institute and tons of money spent and a total of 4 years on those places,RMA of Philadelphia,numerous attempt ivf place like abington cooper institute ton money spend total 4 year place
5145," After all the frustation we decided to go the best IVF doctor in town, Dr Freedman at RMA of King of Prussia/Philly",RMA of Philadelphia,frustation decide well ivf doctor town dr freedman rma king prussia philly
5146," At this time we are pregnant and we thank no one else besides Dr Freedman at first the billing is tricky but no worries they are honest and care only about making us happy,, so please choose this place and stop waisting your time at these other places",RMA of Philadelphia,time pregnant thank dr freedman bill tricky worry honest care make happy choose place stop waisting time place
5147, Do not forget we got pregnant within 6 months YAY,RMA of Philadelphia,forget get pregnant 6 month yay
5148," and the place is high class and state of the art, it is worth it",RMA of Philadelphia,place high class state art worth
5149, Trust me this place is the Best,RMA of Philadelphia,trust place best
5150,"They subcontracted our appointment process, took 2 times to have our appointment booked for our first visit, first time they didn't have our record at all",RMA of Philadelphia,subcontract appointment process take 2 time appointment book visit time record
5151," After the visit we were sent a bill after 2 month said we have to pay 200 sth even though we took our insurance info, after I disputed they re sent it with $10 copay",RMA of Philadelphia,visit send bill 2 month say pay 200 sth take insurance info dispute send 10 copay
5152, Very bad experience with customer service,RMA of Philadelphia,bad experience customer service
5153,  We stopped visiting them since,RMA of Philadelphia,stop visit
5154,I love RMA of Philadelphia,RMA of Philadelphia,love rma philadelphia
5155," I can't say enough about the professionalism, organization and friendliness of everyone on staff",RMA of Philadelphia,professionalism organization friendliness staff
5156, I love all the docs,RMA of Philadelphia,love doc
5157," Dr Castelbaum is definitely my favorite, but Drs Freedman and Gutman are great too",RMA of Philadelphia,dr castelbaum definitely favorite dr freedman gutman great
5158, Thank you for giving me my pride and joy ,RMA of Philadelphia,thank give pride joy
5159,twice! Love you all,RMA of Philadelphia,twice love
5160,"What a wonderful experience with RMA!  From the minute you step in the door, the entire staff makes you feel welcomed, accepted, and comforted",RMA of Philadelphia,wonderful experience rma minute step door entire staff make feel welcome accept comfort
5161,  Dr Gutmann was my primary doctor,RMA of Philadelphia,dr gutmann primary doctor
5162,"  She was honest, knowledgable, and thorough",RMA of Philadelphia,honest knowledgable thorough
5163,"  She gives you direct feedback about you, your health, your partner's health, and your fertility plan",RMA of Philadelphia,give direct feedback health partner health fertility plan
5164,"  After 5 months of office cycles, we were able to conceive naturally and we are now expecting our first child",RMA of Philadelphia,5 month office cycle able conceive naturally expect child
5165,"  I also saw Dr William Schlaff on occasion when Dr Gutmann was unavailable and he was extremely caring, sensitive, and had great bedside manner",RMA of Philadelphia,see dr william schlaff occasion dr gutmann unavailable extremely care sensitive great bedside manner
5166,  I would recommend this practice to anyone,RMA of Philadelphia,recommend practice
5167,Do not go here!! They only care about the money and your treatment plan will not be personalized,RMA of Philadelphia,care money treatment plan personalize
5168, Plus your plan is dependent on whether or not you have coverage,RMA of Philadelphia,plus plan dependent coverage
5169, Their success rates are so high because they essentially say they can't help you anymore after 2 unsuccessful ivf attempts if you don't have insurance,RMA of Philadelphia,success rate high essentially help anymore 2 unsuccessful ivf attempt insurance
5170, The billing department was very rude and made me realize how money centered they are,RMA of Philadelphia,bill department rude realize money center
5171, I switched to another practice and finally got to experience a truly patient centered approach,RMA of Philadelphia,switch practice finally get experience truly patient center approach
5172, Let me numbers speak for themselves,RMA of Philadelphia,let number speak
5173, When I left here/got kicked out at 31 I was told my only option was donor egg/embryo,RMA of Philadelphia,leave get kick 31 tell option donor egg embryo
5174, Diagnosed low AMH at age 30,RMA of Philadelphia,diagnosed low amh age 30
5175, RMA: pregnant 0/6 cycles (4iui 2ivf) and about 30k in debt,RMA of Philadelphia,rma pregnant 06 cycle 4iui 2ivf 30k debt
5176, Cooper reproductive: Pregnant 3/7 cycles (3rd is 4m/o baby boy I am holding right now) about roughly 2k in debt (that could be an over exaggeration),RMA of Philadelphia,cooper reproductive pregnant 37 cycle 3rd 4m o baby boy hold right roughly 2k debt exaggeration
5177, Learn from my mistake and don't waste your time or money,RMA of Philadelphia,learn mistake waste time money
5178,5 stars does not do RMA justice! We have been beyond satisfied with the care that we have received by the entire RMA team,RMA of Philadelphia,5 star rma justice satisfy care receive entire rma team
5179, The highly individualized treatment we have received here is incredible,RMA of Philadelphia,highly individualize treatment receive incredible
5180, We haven't had a single bad experience with any of the doctors or nurses,RMA of Philadelphia,single bad experience doctor nurse
5181, They are extremely accessible which has helped immensely during the emotionally and physically taxing experience of IVF,RMA of Philadelphia,extremely accessible help immensely emotionally physically tax experience ivf
5182,  We would highly recommend RMA to anyone struggling with infertility issues,RMA of Philadelphia,highly recommend rma struggle infertility issue
5183,Thank you inviting me to call your office,RMA of Philadelphia,thank invite office
5184, I am still waiting for from a call from the Doctor,RMA of Philadelphia,wait doctor
5185, I have been waiting to hear back since mid-June,RMA of Philadelphia,wait hear mid june
5186,"  Again, truly disappointing",RMA of Philadelphia,truly disappoint
5187,This place is terrible,RMA of Philadelphia,place terrible
5188, I would definitely not recommend to anyone,RMA of Philadelphia,definitely recommend
5189, Do yourself a favor and go somewhere else,RMA of Philadelphia,favor
5190, I started taking a friend there (who needed some assistance due to language barriers) about 1,RMA of Philadelphia,start take friend need assistance language barrier 1
5191," I should've trusted my instinct, because I had nothing but problems from the beginning",RMA of Philadelphia,trust instinct problem begin
5192," The nurses were rude, the staff unorganized, a huge mess",RMA of Philadelphia,nurse rude staff unorganized huge mess
5193, But we proceeded anyways,RMA of Philadelphia,proceed anyways
5194, The doctor never once called personally to deliver any test results or ask how were doing,RMA of Philadelphia,doctor call personally deliver test result ask
5195, The most impersonal experience for such a personal thing,RMA of Philadelphia,impersonal experience personal thing
5196, The only time the doctor called me throughout process was to apologize after one of the nurses yelled (and I mean yelled) at the patient,RMA of Philadelphia,time doctor call process apologize nurse yell mean yell patient
5197, I could write a book and go on and on about the horrendous experience we had there,RMA of Philadelphia,write book horrendous experience
5198," To make a long story short, after 2 failed ivf cycles, I found it appalling that once again the doctor couldn't call me himself to deliver the terrible news",RMA of Philadelphia,long story short 2 fail ivf cycle find appall doctor deliver terrible news
5199," In fact, the nurse that called me wasn't the nurse I even normally worked with- some random lady I don't think I've even met",RMA of Philadelphia,fact nurse call nurse normally work with random lady think meet
5200,"So really, go somewhere else",RMA of Philadelphia,
5201," For such a personal topic, this place makes it so impersonal",RMA of Philadelphia,personal topic place make impersonal
5202," You don't feel connected or welcome, it feels like they literally just go through the motions",RMA of Philadelphia,feel connect welcome feel like literally motion
5203, And sometimes that's not even done properly,RMA of Philadelphia,properly
5204," If I could give this place 0 stars, I would",RMA of Philadelphia,place 0 star
5205, It absolutely stinks,RMA of Philadelphia,absolutely stink
5206,"After suffering a miscarriage last June, I was done with IVF",RMA of Philadelphia,suffer miscarriage june ivf
5207, Then my hubby convinced me to try one more time so I gave RMA a try,RMA of Philadelphia,hubby convince try time give rma try
5208, My main RE was Dr Guttman,RMA of Philadelphia,main dr guttman
5209," I also saw Dr Freedman, Dr Gocial, Dr Kallen, and Dr Schlaff",RMA of Philadelphia,see dr freedman dr gocial dr kallen dr schlaff
5210," They were wonderful and treated me with respect, while being honest",RMA of Philadelphia,wonderful treat respect honest
5211," According to statistics, at 35 with poor ovarian reserve, I had a low chance of conceiving, but I did with God's and all the Doctors' help",RMA of Philadelphia,according statistic 35 poor ovarian reserve low chance conceive god doctors help
5212," I only ended up with 4 embryos and transferred 2, one of which wasn't close to being a blastocyst",RMA of Philadelphia,end 4 embryo transfer 2 close blastocyst
5213," I wanted to transfer 3 but Dr Freedman wasn't having that so I prayed my 2 would stick, since my other 2 didn't make it to the freezer",RMA of Philadelphia,want transfer 3 dr freedman have pray 2 stick 2 freezer
5214," I thank my doctors, the nurses, the receptionist and all the administrative staff at the Center City and King of Prussia office for the pleasant experience",RMA of Philadelphia,thank doctor nurse receptionist administrative staff center city king prussia office pleasant experience
5215, We worked with Dr Gutmann on two pregnancies that involved IUI and IVF,RMA of Philadelphia,work dr gutmann pregnancy involve iui ivf
5216,  In each case the staff was super professional and unfailingly kind,RMA of Philadelphia,case staff super professional unfailingly kind
5217," They talked through all of our options (medical, financial, legal) with great patience and detail",RMA of Philadelphia,talk option medical financial legal great patience detail
5218, Both the Jefferson and KoP offices are clean and comfortable,RMA of Philadelphia,jefferson kop office clean comfortable
5219, The Jefferson office saw us so much that they would greet us by name and pick up conversations where left off,RMA of Philadelphia,jefferson office see greet pick conversation leave
