,Reviews_by_sentence,Clinic,clean_answers
5263,  MLF helped make the IVF process as painless and easy as possible! Thank you for everything!,Main Line Fertility,mlf help make ivf process painless easy possible thank everything
5264,We've been seeing Dr Orris as well as Dr Glassner,Main Line Fertility,seeing dr orris well dr glassner
5265, The entire staff is incredibly kind and compassionate,Main Line Fertility,entire staff incredibly kind compassionate
5266," The doctors are straight shooters, the appointments might be quick with not a lot of ""fluff""",Main Line Fertility,doctor straight shooter appointment might quick not lot fluff
5267," But when you need it, the compassion is there",Main Line Fertility,need compassion
5268," Wait times can tend to be long, but there are so many unforeseen emergencies that I cant imagine its easy to plan the schedule perfectly",Main Line Fertility,wait times tend long many unforeseen emergency cant imagine easy plan schedule perfectly
5269," Overall, the quality of care I have received has been excellent",Main Line Fertility,overall quality care receive excellent
5270,Dr Glassner is hands down one of the best doctors in the area,Main Line Fertility,dr glassner hands one best doctor area
5271, He has a great attitude and personality and always follows up when promised,Main Line Fertility,great attitude personality always follow promise
5272," In addition, the staff at main line is top notch",Main Line Fertility,addition staff main line top notch
5273," All the nurses follow-through, call when they say they are going to call and have great experience",Main Line Fertility,nurse follow call say going call great experience
5274, Someone always answers the phone and is able and willing to help,Main Line Fertility,someone always answer phone able willing help
5275,So the first review I did was negative because it took forever to get through my first appointment,Main Line Fertility,first review negative take forever get first appointment
5276,I was frustrated and annoyed that it's was 3 hours for an initial appointment,Main Line Fertility,frustrate annoy 3 hours initial appointment
5277," However, they have made up for it",Main Line Fertility,however make
5278, We got an apology from every person we saw on the way out,Main Line Fertility,get apology every person saw way
5279, We were seen by DR Glassner who gave us great care and spent a lot of time answering our questions and explaining things to us,Main Line Fertility,see dr glassner give us great care spend lot time answer question explain things us
5280, Then the staff was overly helpful and apologetic on the way out,Main Line Fertility,staff overly helpful apologetic way
5281," They definitely made up for the wait! Also, the Dr called a few hours after we left with test results",Main Line Fertility,definitely make wait also dr call hours left test result
5282, Super fast and amazing that he called himself,Main Line Fertility,super fast amaze call
5283, We'll definitely keep going,Main Line Fertility,definitely keep going
5284,Dr Glassner was absolutely amazing,Main Line Fertility,dr glassner absolutely amaze
5285," He was compassionate and caring, but also extremely knowledgeable",Main Line Fertility,compassionate caring also extremely knowledgeable
5286, The staff of nurses is also wonderful,Main Line Fertility,staff nurse also wonderful
5287, I strongly recommend this office for growing your family!,Main Line Fertility,strongly recommend office growing family
5288,I went to MLF after not being able to conceive for 4 years,Main Line Fertility,go mlf not able conceive 4 years
5289, I had laparoscopic surgery for endometriosis then was cleared to try fertility,Main Line Fertility,laparoscopic surgery endometriosis clear try fertility
5290," The experience I had in this office, to this day effects every internal exam I have",Main Line Fertility,experience office day effects every internal exam
5291," Despite stressing how painful exams and my hysteroscopy was, I was dismissed",Main Line Fertility,despite stress painful exam hysteroscopy dismiss
5292, During my tube test I hyperventilated I was in so much pain,Main Line Fertility,tube test hyperventilate much pain
5293," At the end of the procedure, Dr Orris took his gloves off and left the room without any words",Main Line Fertility,end procedure dr orris take glove left room without words
5294, Two nurses joined the one who was helping and my husband was panicked,Main Line Fertility,two nurse join one helping husband panic
5295, Leading up to this Dr Orris was flipid numerous times when we had questions,Main Line Fertility,leading dr orris flipid numerous times question
5296, After this we decided to switch to Dr Glassner,Main Line Fertility,decide switch dr glassner
5297, We met with him and his PA,Main Line Fertility,meet pa
5298," When describing how both procedures went, she stated she had them and they weren't bad",Main Line Fertility,describe procedure go state not bad
5299, I couldn't believe how dismissive they were as well about my experience,Main Line Fertility,could not believe dismissive well experience
5300, They knew my history of endometriosis and should have respected that I was accurately describing what I went though,Main Line Fertility,know history endometriosis respect accurately describe go though
5301, We left MLF at that time to seek fertility treatment somewhere I was respected and listened to,Main Line Fertility,left mlf time seek fertility treatment somewhere respect listen
5302,A little on the pricey side and a tad robotic but the trade off is expertise and efficiency,Main Line Fertility,little pricey side tad robotic trade expertise efficiency
5303, Fertility is always a touchy subject and there's a natural anxiety associated but they do a good job navigating those rough waters,Main Line Fertility,fertility always touchy subject natural anxiety associate good job navigate rough waters
5304, Best of luck to you!,Main Line Fertility,best luck
5305,My wife and I went through one month at MLF and refuse to ever set foot in their facility again,Main Line Fertility,wife go one month mlf refuse ever set foot facility
5306,  My first issue with their level of service,Main Line Fertility,first issue level service
5307,"  When you arrive for your visit, it's like an assembly line, or cattle being herded through a cattle chute",Main Line Fertility,arrive visit like assembly line cattle herd cattle chute
5308,This isn't even the biggest issue we had,Main Line Fertility,not even big issue
5309,"  Dr Glassner lied to my face about the course of action we were taking, and ended up starting an argument between my wife and I because someone was lying and I had no way to ascertain who it was until after work",Main Line Fertility,dr glassner lied face course action taking end starting argument wife someone lying no way ascertain work
5310,  Multiple times they applied the used car salesman mentality where they would get us separated and try to  pressure my wife to make a decision on what we were going to do at a visit before we could discuss it,Main Line Fertility,multiple times apply use car salesman mentality would get us separate try pressure wife make decision going visit could discus
5311,"  This is an absolutely reprehensible practice in the vein of Sam Beauregarde, but never a doctor that I am supposed to be able to trust",Main Line Fertility,absolutely reprehensible practice vein sam beauregarde never doctor suppose able trust
5312,"  If I could give a negative star rating, I would",Main Line Fertility,could give negative star rating would
5313,"Having owned cattle, I wouldn't have even sent them there for an artificial insemination",Main Line Fertility,own cattle would not even sent artificial insemination
5314,After many years of trying to have a child Dr Glassner was my solution,Main Line Fertility,many years try child dr glassner solution
5315,"  He is genuine, kind, and ultimately concerned about my wellbeing",Main Line Fertility,genuine kind ultimately concern wellbeing
5316, The office is ran efficiently,Main Line Fertility,office run efficiently
5317, I will be returning when we are ready for our 2nd child,Main Line Fertility,return ready 2nd child
5318,"I started my journey with Dr GLASSNOR in November 2017, Myhusband and I got pregnant with twins in March 2018, we unfortunately lost them on Aug 20, 2018, I would definitely recommend dr glassnor and his team in a heartbeat, you feel right at home with them, it's like one happy family",Main Line Fertility,start journey dr glassnor november 2017 myhusband get pregnant twins march 2018 unfortunately lost aug 20 2018 would definitely recommend dr glassnor team heartbeat feel right home like one happy family
5319,I saw Dr Glassner over the course of 3-4 months,Main Line Fertility,saw dr glassner course 3 4 month
5320, I am currently 8 months pregnant with a healthy boy! When we first found out we had fertility issues we were told our chances of conceiving naturally were extremely low (less than 7%),Main Line Fertility,currently 8 month pregnant healthy boy first found fertility issue tell chance conceive naturally extremely low le 7 %)
5321, Right from the start Dr Glassner was open and honest with us about our situation,Main Line Fertility,right start dr glassner open honest us situation
5322, We never felt pressured into any treatments or excessive procedures,Main Line Fertility,never felt pressure treatment excessive procedure
5323,The doctors and nurses were beyond helpful at every appointment,Main Line Fertility,doctor nurse beyond helpful every appointment
5324, On top of that they are truly compassionate and invest themselves in your situation,Main Line Fertility,top truly compassionate invest situation
5325, You may end up spending a lot of time at this office depending on your course of treatment so it helps to be comfortable with the staff and I can't say enough great things about them,Main Line Fertility,may end spending lot time office depend course treatment help comfortable staff cannot say enough great things
5326, From everyone on the fertility treatment side to the IVF monitoring team- you will not be disappointed,Main Line Fertility,everyone fertility treatment side ivf monitoring team not disappoint
5327, I have recommended multiple women to this practice and will continue to do so,Main Line Fertility,recommend multiple woman practice continue
5328, I also will be back the next time we decide to conceive,Main Line Fertility,also back next time decide conceive
5329,We couldn't even get through the consultation with these folks,Main Line Fertility,could not even get consultation folks
5330,  The doctor only works in the mornings on Monday and Wednesday and could not accommodate a 2:00 appointment,Main Line Fertility,doctor works morning monday wednesday could not accommodate 2 : 00 appointment
5331,"  I was told, and I quote, ""We're sorry, we are not open evening hours""",Main Line Fertility,tell quote ' sorry not open evening hours
5332,"  Since when was 2:00 ""evening""?",Main Line Fertility,"since 2 : 00 evening ""?"
5333,  The problem is that my wife is a teacher and has to take off of work to go to their consultation,Main Line Fertility,problem wife teacher take work go consultation
5334,"  When they were unwilling to accommodate our schedules, I was asked if we could have two separate consultations, one for her and one for me",Main Line Fertility,unwilling accommodate schedule ask could two separate consultation one one
5335,  They were unwilling,Main Line Fertility,unwilling
5336,Update:We are continuing down the path with MLF,Main Line Fertility,update : continue path mlf
5337,  I have still not had an opportunity to speak with the Doctor,Main Line Fertility,still not opportunity speak doctor
5338,  My wife has had tests done and I have provided a semen analysis,Main Line Fertility,wife test do provide semen analysis
5339,"  I still have no idea what the process is, how much it's going to cost, the risks, the next steps if the this unknown first step doesn't work, etc",Main Line Fertility,still no idea process much going cost risk next steps unknown first step not work etc
5340,"  Despite multiple requests, they will not let me speak to our Doctor",Main Line Fertility,despite multiple request not let speak doctor
5341,  I find that very unsettling and unprofessional,Main Line Fertility,find unsettle unprofessional
5342,"False promises made and $14,000 out the window",Main Line Fertility,false promise make $ 14 000 window
5343," Literally the words ""I promise I'll get you pregnant with IVF"" were said and clearly that did not happen",Main Line Fertility,literally words promise ' get pregnant ivf say clearly not happen
5344," I know no one can guarantee anything, but you trust your doctors",Main Line Fertility,know no one guarantee anything trust doctor
5345," Was also told my AMH was a certain level and when tested at another clinic very shortly after, it was much lower",Main Line Fertility,also tell amh certain level test another clinic shortly much lower
5346, This info would have changed our entire plan,Main Line Fertility,info would change entire plan
5347,  We were told from our new clinic that the lab Main Line uses is not as accurate with AMH levels as other labs that are used by other clinics,Main Line Fertility,tell new clinic lab main line use not accurate amh level lab use clinic
5348," Was told not to do Shared Risk where I would get my money back if it didn't work out because ivf would work for me the first time, and again, obviously we lost all our money",Main Line Fertility,tell not share risk would get money back not work ivf would work first time obviously lost money
5349, The doctor's answer to this was she would give me a discount next time,Main Line Fertility,doctor ' answer would give discount next time
5350," After losing my $14,000 within 24 hours, I was then charged $25 for my records",Main Line Fertility,lose $ 14 000 within 24 hours charge $ 25 record
5351, That was a low blow but I understand it's policy,Main Line Fertility,low blow understand policy
5352, I also was permitted to do 7 iuis at $400 a try and never told to stop although research shows we had like an 8% of it working after the third try was unsuccessful,Main Line Fertility,also permit 7 iuis $ 400 try never tell stop although research show like 8 % working third try unsuccessful
5353,"  (Wish I knew that at the time) With that said, I would recommend them for IUIs since they are much cheaper than other places",Main Line Fertility,wish know time say would recommend iuis since much cheap place
5354, I know women who had successful iuis,Main Line Fertility,know woman successful iuis
5355, Just be careful before jumping to IVF,Main Line Fertility,careful jumping ivf
5356, Explore you options and what is best for your situation,Main Line Fertility,explore option best situation
5357, Doctors were very nice and seemed to care- just false promises that broke our hearts when it didn't work out and we lost all our savings,Main Line Fertility,doctor nice seem care false promise break hearts not work lost savings
5358,My partner and I started IVF at Main Line after failed IUI at Penn and so far we are incredibly happy we switched,Main Line Fertility,partner start ivf main line fail iui penn far incredibly happy switch
5359, Dr Orris and Dr Bloom are amazing,Main Line Fertility,dr orris dr bloom amaze
5360, We are in early stages but feel so confident with our choice of the Orris and Bloom team,Main Line Fertility,early stage feel confident choice orris bloom team
5361," Nikki, our nurse is amazing as well",Main Line Fertility,nikki nurse amaze well
5362, We feel so much more informed at Main Line,Main Line Fertility,feel much inform main line
5363, We were confused due to the many meds that we started and Nikki and Dr Bloom took so much time to explain things to us,Main Line Fertility,confuse due many med start nikki dr bloom take much time explain things us
5364, Dr Orris is so knowledgeable we feel confident this process will result in a beautiful baby for us,Main Line Fertility,dr orris knowledgeable feel confident process result beautiful baby us
5365, My partner is an obgyn/ MFM we decided on main line because after researching Dr Orris as well as Dr Bloom we were confident that in the end we'd have a beautiful family,Main Line Fertility,partner obgyn mfm decide main line research dr orris well dr bloom confident end would beautiful family
5366," Our wait tumes are minimal, which are important to us due to my partners heavy schedule and the clinic is flexible when they can be ( cycle wise) with us",Main Line Fertility,wait tumes minimal important us due partner heavy schedule clinic flexible cycle wise us
5367, Our experience so far exceeds our expectations,Main Line Fertility,experience far exceed expectation
5368,I just wanted to update my review,Main Line Fertility,want update review
5369, since leaving this place I was informed my medical records were compromised,Main Line Fertility,since leaving place inform medical record compromise
5370, I called them to ask about it and they had no clue,Main Line Fertility,call ask no clue
5371,  I called above them (Women's healthcare) and come to find out yes it's my records from Mainline,Main Line Fertility,call woman ' healthcare come find yes record mainline
5372,  I've gotten a crazy amount of spam calls daily and I am sure it's from this hack as the timeline fits,Main Line Fertility,' get crazy amount spam call daily sure hack timeline fit
5373,"  Luckily, Women's healthcare is offering fraud protection",Main Line Fertility,luckily woman ' healthcare offering fraud protection
5374, But this further validates my negative thoughts on this place,Main Line Fertility,validate negative thought place
5375," after 8 months, I'm still haunted by this place",Main Line Fertility,8 month ' still haunt place
5376,Amazing practice! Without MLF I would not have my beautiful 6 month old son Joey! Dr Glassner is a great doctor who never gave up on me! Always professional and compassionate,Main Line Fertility,amaze practice without mlf would not beautiful 6 month old son joey dr glassner great doctor never give always professional compassionate
5377,"I was very impressed by the overall flow of the office, the quiet yet compassionate disposition of the staff, Dr Glassner's forthcoming manner and expidited testing available here",Main Line Fertility,impress overall flow office quiet yet compassionate disposition staff dr glassner ' forthcoming manner expidited testing available
5378, I am more than satisified; this is not my first fertility doctor,Main Line Fertility,satisified ; not first fertility doctor
5379, They've done more in one visit for me than previous providers have combined,Main Line Fertility,do one visit previous provider combine
5380, I feel like I have finally found thr right place,Main Line Fertility,feel like finally found thr right place
5381, I highly recommend this office,Main Line Fertility,highly recommend office
5382,"I was lucky enough to work with Dr Glassner, Rachel and Sue",Main Line Fertility,lucky enough work dr glassner rachel sue
5383, Dr G is great at developing a plan that works and is specific for and to YOU,Main Line Fertility,dr g great developing plan works specific
5384, He treats everyone as an individual and doesn't apply the same global treatment plan to everyone,Main Line Fertility,treat everyone individual not apply global treatment plan everyone
5385," Rachel is a wealth of knowledge - ask her anything, really, anything! Don't be embarrassed or shy, she's seen it all! Sue is a doll, but a little rough at first - get to know her, ask her questions - again, a wealth of knowledge",Main Line Fertility,rachel wealth knowledge ask anything really anything not embarrass shy see sue doll little rough first get know ask question wealth knowledge
5386, Would go back to this team in a heartbeat!,Main Line Fertility,would go back team heartbeat
5387,My Husband and I went to Main Line Fertility a few years ago to begin our fertility journey,Main Line Fertility,husband go main line fertility years ago begin fertility journey
5388, This was all new to us so we trusted in Main Line to direct us to the best course of action,Main Line Fertility,new us trust main line direct us best course action
5389, We did one round of IUI and one round of IVF,Main Line Fertility,one round iui one round ivf
5390, When it was not successful we asked what could have went wrong,Main Line Fertility,not successful ask could go wrong
5391, Dr Glassner told us that nothing went wrong it just didn't work,Main Line Fertility,dr glassner tell us nothing go wrong not work
5392, As we were both upset we decided to take a break to decrease our stress in trying to conceive,Main Line Fertility,upset decide take break decrease stress try conceive
5393," A few month ago we started treatment again with a different Fertility Doctor and were initially told that not only do I suffer from PCOS (which we knew from the beginning), but that my Husband's sperm was not where it needs to be to conceive naturally",Main Line Fertility,"month ago start treatment different fertility doctor initially tell not suffer pcos know beginning ), husband ' sperm not need conceive naturally"
5394, This was NEVER mentioned during our time with Main Line,Main Line Fertility,never mention time main line
5395, When going through IVF if we were told this we probably would have paid extra to have the manual insemination of the sperm into my egg,Main Line Fertility,going ivf tell probably would pay extra manual insemination sperm egg
5396, I honestly feel like they took time and money from me and my Husband during this hard time,Main Line Fertility,honestly feel like take time money husband hard time
5397," Also, I feel like they truly do not care about individualized services as we were passed around from Dr to Dr during our entire time with them",Main Line Fertility,also feel like truly not care individualize services pass around dr dr entire time
5398, If I had known what I know now I would have left the practice long before we spent so much money and time,Main Line Fertility,know know would left practice long spend much money time
5399, I would not recommend Main Line Fertility to any of my friends or family based on my experience,Main Line Fertility,would not recommend main line fertility friend family base experience
5400,I would and have recommended Dr Glassner and his CRNP Rachel to family and friends,Main Line Fertility,would recommend dr glassner crnp rachel family friend
5401, From the first phone call the staff was extremely accommodating and friendly,Main Line Fertility,first phone call staff extremely accommodate friendly
5402, They got us in within a week for our first appointment,Main Line Fertility,get us within week first appointment
5403, Dr Glassner even took the time to call the day after to check if my husband or I had any questions,Main Line Fertility,dr glassner even take time call day check husband question
5404, That 3 minutes out of his day spoke volumes to his care for patients,Main Line Fertility,3 minutes day spoke volume care patient
5405,They are always running very late,Main Line Fertility,always running late
5406," The doctors seem very rushed, and seem like they want to get you out of their office as soon as possible, even if you don't feel comfortable with the treatment plan",Main Line Fertility,doctor seem rush seem like want get office soon possible even not feel comfortable treatment plan
5407," My doctor doesn't seem to even remember who I am, and I often have to remind him of certain conditions that he forgets I have",Main Line Fertility,doctor not seem even remember often remind certain conditions forget
5408,The fees are much higher than at another place I went to in another state,Main Line Fertility,fee much higher another place go another state
5409,Once I walked in because of an emergency and they wouldn't even let me sit in the waiting room,Main Line Fertility,walk emergency would not even let sit waiting room
5410,"My wife and I were not able to benefit from IVF, so ended up going through the egg donor process",Main Line Fertility,wife not able benefit ivf end going egg donor process
5411,"  Since you are here, you realize this is a difficult time, that is very emotional, and very costly",Main Line Fertility,since realize difficult time emotional costly
5412,"  MLF has the following going for it: In Philadelphia area, they have the most amount of donors",Main Line Fertility,mlf following going : philadelphia area amount donor
5413,  That is about it,Main Line Fertility,
5414,Their attitude and service is deplorable,Main Line Fertility,attitude service deplorable
5415,  Below are some examples about the service we received1) My wife thought it was odd that she paid a co-pay for labs only (drawing blood),Main Line Fertility,example service received1 wife thought odd pay co pay lab drawing blood
5416," WHen typically going to a lab you pay co-insurance, not co-pay",Main Line Fertility,typically going lab pay co insurance not co pay
5417, You typically pay co-pay when seeing a provider,Main Line Fertility,typically pay co pay seeing provider
5418,"  During these lab visits she did not see a provider, they only drew blood2) They were constantly late for their appointments, even if you were signed up for the very first appointment of the day3) The nurses do the monitoring, not the doctors",Main Line Fertility,lab visit not see provider drew blood2 constantly late appointment even sign first appointment day3 nurse monitoring not doctor
5419,  You rarely see the doctor,Main Line Fertility,rarely see doctor
5420,  Other places you see a doctor more often (e,Main Line Fertility,place see doctor often e
5421,", RMA), where you talk to your doctor and ask questions4) They are adamant the egg donor fee is not covered by any insurance",Main Line Fertility,"rma ), talk doctor ask questions4 adamant egg donor fee not cover insurance"
5422,  I spent close to a year going back and forth with them and the insurance company,Main Line Fertility,spend close year going back forth insurance company
5423, My insurance company explicitly told me they would cover (via flexplan) - they just needed certain information,Main Line Fertility,insurance company explicitly tell would cover via flexplan need certain information
5424," They even showed me the flexplan policy on the insurance website (public access)  I called MLH at least a 2-3 dozen times (does not include the times my wife called) and they would a) Not return calls after leaving voicemails, emails, and messages at the reception, and 2) refused to give information",Main Line Fertility,even show flexplan policy insurance website public access call mlh least 2 3 dozen times not include times wife call would not return call leaving voicemail email message reception 2 refuse give information
5425,"  One person, at the billing department, was incredibly rude to me and hung the phone up on me a few times",Main Line Fertility,one person billing department incredibly rude hang phone times
5426," Don't worry, she did this to the insurance company agents as well",Main Line Fertility,not worry insurance company agent well
5427,  They would refuse to fill out the insurance provided documentation,Main Line Fertility,would refuse fill insurance provide documentation
5428,"  I asked my insurance company to call this rude person, and they did multiple times not getting information",Main Line Fertility,ask insurance company call rude person multiple times not getting information
5429,"  At one point, the representative at the insurance company told me she has never spoken to anyone who was so rude",Main Line Fertility,one point representative insurance company tell never speak anyone rude
5430,"on top of that, MLF accused the insurance claims agent of trying to get MLF to commit insurance fraud! Why would the insurance company want a doctor to do this is beyond me",Main Line Fertility,top mlf accused insurance claim agent try get mlf commit insurance fraud would insurance company want doctor beyond
5431,"  In the end, after almost a year, my insurance company gave up, and DID pay the flex plan claim ($1,800)",Main Line Fertility,end almost year insurance company give pay flex plan claim ($ 1 800
5432,"So, unless you are desperate for their donor bank, avoid this group like the plague  There are much better groups out there (e",Main Line Fertility,unless desperate donor bank avoid group like plague much better group e
5433,"  Unfortunately MLH treats their patients poorly, and why would you want to go through this during such an emotional period",Main Line Fertility,unfortunately mlh treat patient poorly would want go emotional period
5434,"  If we decide to go through egg donor again, we are not using them - the emotional stress is absolutely not worth it",Main Line Fertility,decide go egg donor not using emotional stress absolutely not worth
5435,"I was a former patient of Dr Glassner's,  and had two successful pregnancies via IVF in 2006 and 2009",Main Line Fertility,former patient dr glassner ' two successful pregnancy via ivf 2006 2009
5436,"  Earlier this spring, we went back to MLF in the hopes of conceiving our third child using frozen embryos",Main Line Fertility,earlier spring go back mlf hope conceive third child using freeze embryo
5437,  Dr Glassner spent approximately five minutes with me during the initial consultation to determine the 'plan' (and I use that term generously),Main Line Fertility,dr glassner spend approximately five minutes initial consultation determine ' plan ' use term generously
5438,"  He was clearly in a rush, and I left the meeting feeling not completely comfortable with the information I""d been given",Main Line Fertility,clearly rush left meeting feeling not completely comfortable information given
5439," Long story short, the subsequent transfer resulted in a chemical pregnancy, and we have no embryos left to try again",Main Line Fertility,long story short subsequent transfer result chemical pregnancy no embryo left try
5440, I didn't start this process expecting any guarantee of a pregnancy,Main Line Fertility,not start process expect guarantee pregnancy
5441, What I did expect was that I would receive the appropriate time and care that I deserve as a patient at this practice,Main Line Fertility,expect would receive appropriate time care deserve patient practice
5442,"  The specifics of my situation were not taken into consideration by Dr Glassner, simply because he is so busy with so many patients",Main Line Fertility,specific situation not take consideration dr glassner simply busy many patient
5443," We had issues with him years ago during our initial IVF attempts- he rushed through some of the decisions he needed to make, and prematurely drew a conclusion about our chance of conceiving that turned out to be completely inaccurate",Main Line Fertility,issue years ago initial ivf attempt rush decision need make prematurely drew conclusion chance conceive turn completely inaccurate
5444," I believe that Dr Glassner is most likely talented serving patients who are the 'toughest' cases- the ones he finds especially interesting, unique or challenging",Main Line Fertility,believe dr glassner likely talented serving patient ' tough ' case one find especially interest unique challenge
5445," Everyone else- coming in with 'unexplained infertility'- may find themselves trying harder to get his attention, or, unfortunately, having their case mishandled by his  lack of attention to detail",Main Line Fertility,everyone else coming ' unexplained infertility '- may find try hard get attention unfortunately case mishandle lack attention detail
5446," This is a large practice,  so you must expect to be treated like a number- therefore, you need to demand attention to receive the appropriate care that is best for you and your family",Main Line Fertility,large practice must expect treat like number therefore need demand attention receive appropriate care best family
5447, Don't be satisfied with sloppy answers that don't quite make sense- make them do their job,Main Line Fertility,not satisfy sloppy answer not quite make sense make job
5448,"  A big part of why this practice has such high success rates is because they are aggressive in treatment, and high-throughput",Main Line Fertility,big part practice high success rates aggressive treatment high throughput
5449, You need decide how comfortable you feel with this approach,Main Line Fertility,need decide comfortable feel approach
5450,"The staff, however is excellent- I found all of the nurses extremely supportive and efficient",Main Line Fertility,staff however excellent found nurse extremely supportive efficient
5451," They really are the ones who have to keep things running, and deal with whatever the doctors aren't saying to patients",Main Line Fertility,really one keep things running deal whatever doctor not not saying patient
5452,  Billing is a different story,Main Line Fertility,billing different story
5453,"  We were charged an embryo storage fee for embryos that no longer exist, and despite the fact that I've contacted their office multiple times, I've now received a notice from a collection agency for the amount due",Main Line Fertility,charge embryo storage fee embryo no longer exist despite fact ' contact office multiple times ' receive notice collection agency amount due
5454, I'm currently unable to get anyone in the billing department to call me back,Main Line Fertility,' currently unable get anyone billing department call back
5455,I became pregnant with my daughter via IVF with Dr Glassner and the amazing staff at MLF,Main Line Fertility,become pregnant daughter via ivf dr glassner amaze staff mlf
5456, Dr Glassner has a quirky sense of humor once you get to know each other,Main Line Fertility,dr glassner quirky sense humor get know
5457, The nurses were so empathetic and really worked on my behalf with the insurance company,Main Line Fertility,nurse empathetic really work behalf insurance company
5458, At first I was pregnant with twins and when we lost the one baby (I was by myself) the staff was so caring and gentle,Main Line Fertility,first pregnant twins lost one baby staff caring gentle
5459, Dr Glassner spoke with me right away to ease my fears of a full miscarriage,Main Line Fertility,dr glassner spoke right away ease fear full miscarriage
5460, I cannot recommend MLF more fully,Main Line Fertility,cannot recommend mlf fully
5461,Dr Brasile was wonderful,Main Line Fertility,dr brasile wonderful
5462,"  She is very thorough, maintains a positive and aggressive attitude when it comes to getting to the bottom of your fertility troubles",Main Line Fertility,thorough maintain positive aggressive attitude come getting bottom fertility trouble
5463,  She gets down to business right away and doesn't waste any time,Main Line Fertility,get business right away not waste time
5464,"  Within three months I had gone through all the diagnostic testing, and two rounds of clomid + progesterone and now I'm pregnant",Main Line Fertility,within three month go diagnostic testing two round clomid + progesterone ' pregnant
5465,  Dr Brasile is energetic and her enthusiasm and positive outlook rubs off on you when you may be at a very frustrating point in your journey,Main Line Fertility,dr brasile energetic enthusiasm positive outlook rub may frustrate point journey
5466,"  I will say that some of the front desk staff at the West Chester location have total attitude problems and will roll their eyes and give you a problem if you ask them to do anything above and beyond to assist you, but if you can ignore them, the Drs, ultrasound techs and nurses are very good here",Main Line Fertility,say front desk staff west chester location total attitude problem roll eyes give problem ask anything beyond assist ignore drs ultrasound tech nurse good
5467,"  I find that the front desk staff and most Drs offices have attitude problems, but I guess I thought they would be a bit more sensitive at this type of office",Main Line Fertility,find front desk staff drs office attitude problem guess thought would bit sensitive type office
5468,"  Nonetheless, I still recommend them",Main Line Fertility,nonetheless still recommend
5469,A good friend of mine recommended Main Line Fertility,Main Line Fertility,good friend mine recommend main line fertility
5470, I was a patient of Dr Glassner's starting July 2013,Main Line Fertility,patient dr glassner ' starting july 2013
5471, I was immediately impressed by the nurturing/efficient atmosphere,Main Line Fertility,immediately impress nurture efficient atmosphere
5472, Everyone seemed knowledgeable and always answered any questions I had,Main Line Fertility,everyone seem knowledgeable always answer question
5473, They also helped to maintain a sense of humor about the whole process,Main Line Fertility,also help maintain sense humor whole process
5474,Dr Glassner put together a plan of action that he thought was best and would work for me,Main Line Fertility,dr glassner put together plan action thought best would work
5475," He told me what my challenge was and said to me ""I'm not scared of you!"", which made me feel confident that he was sure that he could help",Main Line Fertility,"tell challenge say ' not scare !"", make feel confident sure could help"
5476," Everyone from the front desk, nurses and other staff went above and beyond the call of duty",Main Line Fertility,everyone front desk nurse staff go beyond call duty
5477," Wait times were short, front desk always answered the phone or returned calls promptly",Main Line Fertility,wait times short front desk always answer phone return call promptly
5478,"Dr Glassner had me talk to Eileen the study coordinator who was able to put me in a study study that saved me a lot of money, and he was right, it worked! They work very hard to help reduce the very expensive costs of IVF through studies, or referring you to other places that would help with financing",Main Line Fertility,dr glassner talk eileen study coordinator able put study study save lot money right work work hard help reduce expensive costs ivf study refer place would help financing
5479, I could not have asked for a better group of people to help us achieve our goal,Main Line Fertility,could not ask better group people help us achieve goal
5480," We are now 28 weeks pregnant and we have Dr Glassner and his team and Main Line Fertility to thank!I've worked met Dr Orris and Brasile, and the P",Main Line Fertility,28 week pregnant dr glassner team main line fertility thank ' work meet dr orris brasile p
5481, Rachel and they were all amazing,Main Line Fertility,rachel amaze
5482,"After trying to conceive naturally for 15+ months, my husband and I went to Main Line Fertility",Main Line Fertility,try conceive naturally 15 + month husband go main line fertility
5483," Dr Glassner and his staff treated us with such patience and caring, and we couldn't be happier with the entire staff",Main Line Fertility,dr glassner staff treat us patience caring could not happy entire staff
5484,"  Just under 3 months of testing and treatment, we are now entering the second trimester of pregnancy with our first child",Main Line Fertility,3 month testing treatment entering second trimester pregnancy first child
5485,"  Infertility is a very challenging and heartbreaking experience, and the staff and Main Line Fertility could not have treated us better",Main Line Fertility,infertility challenge heartbreaking experience staff main line fertility could not treat us better
5486,"  We are so thankful that we went to them, and they will be our very first call when we decide we are ready for #2!",Main Line Fertility,thankful go first call decide ready # 2
5487,"We had an unhappy experience with the practice 13 years ago, now we are being billed for embryo storage despite the clear language of their own contract",Main Line Fertility,unhappy experience practice 13 years ago bill embryo storage despite clear language contract
5488,"  My wife's medication was mishandled at the time, but we were very fortunate that there were no side effect and that we ultimately got pregnant naturally",Main Line Fertility,wife ' medication mishandle time fortunate no side effect ultimately get pregnant naturally
5489,"  Unbelievable that we are hearing from them now, find an ethical provider!",Main Line Fertility,unbelievable hearing find ethical provider
5490,I cannot thank him enough for what he did,Main Line Fertility,cannot thank enough
5491," I've been to many Infertility Doctors and once I found him, I knew he was the right choice",Main Line Fertility,' many infertility doctor found know right choice
5492, NEVER let the odds deter you from doing what you know in your heart you should do,Main Line Fertility,never let odds deter know heart
