,PrevClinName1,ClinCityCode,ClinStateCode,Year,ICSI_Rate,PGD_Rate,ND_TransLB1,ND_TransLB2,ND_TransLB3,ND_TransLB4,TotNumCyclesAll,TransFrozEmbAll,ClinicNames
3834,"FERTILITY SOLUTIONS, PC",DEDHAM,MASSACHUSETTS,2016.0,45.0,6.0,36.900000000000006,26.45,22.75,18.884615384615387,710.0,31.12676056338028,"FERTILITY SOLUTIONS, PC DEDHAM"
3835,IVF NEW ENGLAND,LEXINGTON,MASSACHUSETTS,2016.0,44.0,12.0,42.5,41.3,30.85,24.950000000000003,3050.0,33.01639344262295,IVF NEW ENGLAND LEXINGTON
3836,"FERTILITY CENTERS OF NEW ENGLAND, INC.",READING,MASSACHUSETTS,2016.0,58.0,10.0,37.15,31.1,30.299999999999997,26.46666666666667,1485.0,31.38047138047138,"FERTILITY CENTERS OF NEW ENGLAND, INC. READING"
3837,BAYSTATE REPRODUCTIVE MEDICINE,SPRINGFIELD,MASSACHUSETTS,2016.0,35.0,4.0,41.400000000000006,40.95,25.65,22.05,582.0,34.5360824742268,BAYSTATE REPRODUCTIVE MEDICINE SPRINGFIELD
3838,"CARDONE REPRODUCTIVE MEDICINE AND INFERTILITY, LLC",STONEHAM,MASSACHUSETTS,2016.0,38.0,9.0,31.4,40.65,31.75,19.0,320.0,21.875,"CARDONE REPRODUCTIVE MEDICINE AND INFERTILITY, LLC STONEHAM"
3839,BOSTON IVF,WALTHAM,MASSACHUSETTS,2016.0,39.0,17.0,37.85,30.15,30.599999999999998,22.15,3547.0,30.222723428249225,"BOSTON IVF, LLC WALTHAM"
3840,UNIVERSITY OF MICHIGAN CENTER FOR REPRODUCTIVE MEDICINE,ANN ARBOR,MICHIGAN,2016.0,54.0,30.0,31.75,28.0,23.25,30.0,588.0,30.782312925170068,UNIVERSITY OF MICHIGAN CENTER FOR REPRODUCTIVE MEDICINE ANN ARBOR
3841,"ADVANCED REPRODUCTIVE MEDICINE AND SURGERY, PC",BLOOMFIELD HILLS,MICHIGAN,2016.0,78.0,20.0,34.95,38.57142857142857,11.538461538461538,25.0,158.0,29.11392405063291,"ADVANCED REPRODUCTIVE MEDICINE AND SURGERY, PC BLOOMFIELD HILLS"
3842,IVF MICHIGAN FERTILITY CENTERS,BLOOMFIELD HILLS,MICHIGAN,2016.0,85.0,17.0,45.45,38.2,36.8,23.011111111111113,1256.0,24.840764331210192,IVF MICHIGAN FERTILITY CENTERS BLOOMFIELD HILLS
3843,MICHIGAN REPRODUCTIVE MEDICINE,BLOOMFIELD HILLS,MICHIGAN,2016.0,81.0,29.0,36.2,26.0989010989011,28.104575163398692,16.346153846153847,240.0,20.416666666666668,MICHIGAN REPRODUCTIVE MEDICINE BLOOMFIELD HILLS
3844,GAGO IVF,BRIGHTON,MICHIGAN,2016.0,90.0,51.0,46.66666666666667,23.8,12.5,37.5,191.0,40.31413612565445,GAGO IVF BRIGHTON
3846,"MICHIGAN REPRODUCTIVE & IVF CENTER, PC",GRAND RAPIDS,MICHIGAN,2016.0,76.0,1.0,38.85,35.5,20.5,17.435714285714287,1100.0,35.72727272727273,"MICHIGAN REPRODUCTIVE & IVF CENTER, PC GRAND RAPIDS"
3847,"IVF MICHIGAN ROCHESTER HILLS & FLINT, PC",ROCHESTER HILLS,MICHIGAN,2016.0,73.0,3.0,50.45,44.78333333333333,25.2,3.3333333333333335,388.0,16.75257731958763,"IVF MICHIGAN ROCHESTER HILLS & FLINT, PC ROCHESTER HILLS"
3851,REPRODUCTIVE MEDICINE ASSOCIATES OF MICHIGAN,TROY,MICHIGAN,2016.0,56.0,13.0,46.1,41.65,23.2,31.060606060606062,649.0,27.426810477657934,REPRODUCTIVE MEDICINE ASSOCIATES OF MICHIGAN TROY
3852,"MICHIGAN CENTER FOR FERTILITY AND WOMEN'S HEALTH, PLC",WARREN,MICHIGAN,2016.0,77.0,26.0,46.150000000000006,45.21666666666667,35.0,28.571428571428573,264.0,33.71212121212121,"MICHIGAN CENTER FOR FERTILITY AND WOMEN'S HEALTH, PLC WARREN"
3853,CCRM MINNEAPOLIS,EDINA,MINNESOTA,2016.0,81.0,48.0,49.45,46.042857142857144,26.946153846153848,10.0,425.0,26.823529411764707,CCRM MINNEAPOLIS EDINA
3854,"THE MIDWEST CENTER FOR REPRODUCTIVE HEALTH, PA",MAPLE GROVE,MINNESOTA,2016.0,64.0,3.0,44.150000000000006,32.736363636363635,26.666666666666668,,250.0,22.0,"MIDWEST CENTER FOR REPRODUCTIVE HEALTH, PA MAPLE GROVE"
3855,CENTER FOR REPRODUCTIVE MEDICINE,MINNEAPOLIS,MINNESOTA,2016.0,60.0,17.0,56.85,41.8,32.6,24.6,1531.0,31.09079033311561,CENTER FOR REPRODUCTIVE MEDICINE MINNEAPOLIS
3856,MAYO CLINIC ASSISTED REPRODUCTIVE TECHNOLOGIES,ROCHESTER,MINNESOTA,2016.0,63.0,10.0,40.75,23.3,30.45,22.61904761904762,518.0,38.03088803088803,MAYO CLINIC ASSISTED REPRODUCTIVE TECHNOLOGIES ROCHESTER
3857,REPRODUCTIVE MEDICINE & INFERTILITY ASSOCIATES,WOODBURY,MINNESOTA,2016.0,87.0,4.0,39.15,36.3,33.28076923076923,10.295454545454547,798.0,27.44360902255639,REPRODUCTIVE MEDICINE AND INFERTILITY ASSOCIATES AUGUSTA
3858,"MISSISSIPPI REPRODUCTIVE MEDICINE, PLLC",FLOWOOD,MISSISSIPPI,2016.0,80.0,78.0,78.15,18.42105263157895,,,237.0,32.48945147679325,"MISSISSIPPI REPRODUCTIVE MEDICINE, PLLC FLOWOOD"
3859,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,FLOWOOD,MISSISSIPPI,2016.0,76.0,3.0,35.95,17.296153846153846,15.625,,199.0,27.63819095477387,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER FLOWOOD
3860,INFERTILITY CENTER OF ST. LOUIS,CHESTERFIELD,MISSOURI,2016.0,95.0,1.0,38.1,30.4,18.47142857142857,14.285714285714286,970.0,26.804123711340207,INFERTILITY CENTER OF ST. LOUIS CHESTERFIELD
3861,MISSOURI CENTER FOR REPRODUCTIVE MEDICINE,CHESTERFIELD,MISSOURI,2016.0,95.0,50.0,64.05,32.8,35.93333333333334,18.75,790.0,29.240506329113924,MISSOURI CENTER FOR REPRODUCTIVE MEDICINE CHESTERFIELD
3862,"MID-MISSOURI REPRODUCTIVE MEDICINE AND SURGERY, INC.",COLUMBIA,MISSOURI,2016.0,83.0,17.0,38.650000000000006,43.01470588235294,32.967032967032964,20.0,179.0,29.050279329608937,"MID-MISSOURI REPRODUCTIVE MEDICINE AND SURGERY, INC. COLUMBIA"
3865,FERTILITY PARTNERSHIP,SAINT PETERS,MISSOURI,2016.0,93.0,13.0,37.8,52.38095238095238,30.0,30.0,177.0,29.943502824858758,FERTILITY PARTNERSHIP SAINT PETERS
3867,FERTILITY AND REPRODUCTIVE MEDICINE CENTER,ST. LOUIS,MISSOURI,2016.0,60.0,4.0,45.150000000000006,36.25,32.95,15.645454545454545,834.0,26.139088729016787,FERTILITY AND REPRODUCTIVE MEDICINE CENTER ST. LOUIS
3868,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-ST. LOUIS,ST. LOUIS,MISSOURI,2016.0,62.0,15.0,41.05,39.85,19.35,37.5,569.0,33.04042179261863,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-ST. LOUIS ST. LOUIS
3869,BILLINGS CLINIC,BILLINGS,MONTANA,2016.0,54.0,5.0,44.45,48.24561403508772,35.714285714285715,,228.0,32.89473684210526,BILLINGS CLINIC BILLINGS
3870,REPRODUCTIVE HEALTH SPECIALISTS,ELKHORN,NEBRASKA,2016.0,78.0,31.0,38.45,26.0,38.125,54.166666666666664,647.0,39.72179289026275,REPRODUCTIVE HEALTH SPECIALISTS ELKHORN
3871,"HEARTLAND CENTER FOR REPRODUCTIVE MEDICINE, PC",OMAHA,NEBRASKA,2016.0,49.0,3.0,45.4,38.57857142857142,21.515151515151516,7.142857142857143,374.0,25.40106951871658,"HEARTLAND CENTER FOR REPRODUCTIVE MEDICINE, PC OMAHA"
3872,GREEN VALLEY FERTILITY PARTNERS,HENDERSON,NEVADA,2016.0,93.0,32.0,30.15,32.778571428571425,22.733333333333334,27.38095238095238,266.0,25.93984962406015,GREEN VALLEY FERTILITY PARTNERS HENDERSON
3873,FERTILITY CENTER OF LAS VEGAS,LAS VEGAS,NEVADA,2016.0,71.0,30.0,45.1,29.6,30.7,26.666666666666668,945.0,31.64021164021164,FERTILITY CENTER OF LAS VEGAS LAS VEGAS
3874,RED ROCK FERTILITY CENTER,LAS VEGAS,NEVADA,2016.0,18.0,64.0,40.5,14.85,40.52287581699346,26.666666666666668,337.0,33.82789317507418,FERTILITY CENTER OF LAS VEGAS LAS VEGAS
3875,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-LAS VEGAS,LAS VEGAS,NEVADA,2016.0,65.0,25.0,29.55,32.8,11.92142857142857,9.090909090909092,424.0,24.056603773584907,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-ST. LOUIS ST. LOUIS
3876,THE NEVADA CENTER FOR REPRODUCTIVE MEDICINE,RENO,NEVADA,2016.0,59.0,37.0,43.849999999999994,52.66666666666667,25.7,13.636363636363637,477.0,32.075471698113205,THE NEVADA CENTER FOR REPRODUCTIVE MEDICINE RENO
3877,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-NEW JERSEY,ASBURY,NEW JERSEY,2016.0,83.0,33.0,35.625,11.764705882352942,18.13186813186813,25.0,200.0,23.0,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-NEW YORK NEW YORK
3878,REPRODUCTIVE MEDICINE ASSOCIATES OF NEW JERSEY,BASKING RIDGE,NEW JERSEY,2016.0,77.0,54.0,36.85,33.25,29.25,24.400000000000002,6829.0,39.84477961634207,REPRODUCTIVE MEDICINE ASSOCIATES OF NEW JERSEY BASKING RIDGE
3881,REPRODUCTIVE SCIENCE CENTER OF NEW JERSEY,EATONTOWN,NEW JERSEY,2016.0,63.0,9.0,43.4,41.32222222222222,14.042857142857144,29.166666666666668,335.0,23.28358208955224,REPRODUCTIVE SCIENCE CENTER OF NEW JERSEY EATONTOWN
3882,CENTER FOR ADVANCED REPRODUCTIVE MEDICINE & FERTILITY,EDISON,NEW JERSEY,2016.0,53.0,20.0,32.35,34.05,25.647058823529413,21.266968325791858,468.0,35.68376068376068,CENTER FOR ADVANCED REPRODUCTIVE MEDICINE & FERTILITY EDISON
3885,"UNIVERSITY REPRODUCTIVE ASSOCIATES, PC",HASBROUCK HEIGHTS,NEW JERSEY,2016.0,58.0,13.0,30.0,34.0,22.05,3.65,607.0,22.57001647446458,"UNIVERSITY REPRODUCTIVE ASSOCIATES, PC HASBROUCK HEIGHTS"
3886,SHORE INSTITUTE FOR REPRODUCTIVE MEDICINE,LAKEWOOD,NEW JERSEY,2016.0,15.0,3.0,32.831818181818186,10.7,15.0,,157.0,13.375796178343949,SHORE INSTITUTE FOR REPRODUCTIVE MEDICINE DBA LAKEWOOD
3888,INSTITUTE FOR REPRODUCTIVE MEDICINE AND SCIENCE,LIVINGSTON,NEW JERSEY,2016.0,67.0,25.0,38.05,33.45,33.15,23.099999999999998,1494.0,28.447121820615795,INSTITUTE FOR REPRODUCTIVE MEDICINE AND SCIENCE LIVINGSTON
3889,DELAWARE VALLEY INSTITUTE OF FERTILITY AND GENETICS,MARLTON,NEW JERSEY,2016.0,27.0,4.0,37.96666666666667,22.5,22.1,,152.0,21.710526315789473,DELAWARE VALLEY INSTITUTE OF FERTILITY AND GENETICS MARLTON
3890,SOUTH JERSEY FERTILITY CENTER,MARLTON,NEW JERSEY,2016.0,54.0,13.0,35.15,38.15,30.849999999999998,15.966386554621849,647.0,32.30293663060278,SOUTH JERSEY FERTILITY CENTER MARLTON
3891,DIAMOND INSTITUTE FOR INFERTILITY AND MENOPAUSE,MILLBURN,NEW JERSEY,2016.0,74.0,17.0,45.0,36.75,30.538888888888888,29.166666666666668,384.0,28.90625,DIAMOND INSTITUTE FOR INFERTILITY & MENOPAUSE MILLBURN
3892,"COOPER INSTITUTE FOR REPRODUCTIVE HORMONAL DISORDERS, PC",MOUNT LAUREL,NEW JERSEY,2016.0,38.0,2.0,31.6,26.15,25.15,16.183333333333334,708.0,20.056497175141242,"COOPER INSTITUTE FOR REPRODUCTIVE HORMONAL DISORDERS, PC MOUNT LAUREL"
3893,VALLEY HOSPITAL FERTILITY CENTER,PARAMUS,NEW JERSEY,2016.0,31.0,28.0,54.0,38.3,28.25,35.984848484848484,423.0,29.078014184397162,VALLEY HOSPITAL FERTILITY CENTER PARAMUS
3894,DAMIEN FERTILITY PARTNERS,SHREWSBURY,NEW JERSEY,2016.0,48.0,16.0,52.4,49.166666666666664,32.0,22.54901960784314,435.0,22.75862068965517,DAMIEN FERTILITY PARTNERS SHREWSBURY
3895,CENTER FOR REPRODUCTIVE MEDICINE AND FERTILITY,VOORHEES,NEW JERSEY,2016.0,55.0,4.0,29.65,29.166666666666668,28.55,25.0,249.0,41.36546184738956,CENTER FOR REPRODUCTIVE MEDICINE AND FERTILITY VOORHEES
3896,FERTILITY INSTITUTE OF NEW JERSEY AND NEW YORK,WESTWOOD,NEW JERSEY,2016.0,76.0,31.0,47.5,35.7235294117647,37.65,33.333333333333336,368.0,27.17391304347826,FERTILITY INSTITUTE OF NEW JERSEY AND NEW YORK ORADELL
3898,CENTER FOR REPRODUCTIVE MEDICINE OF NEW MEXICO,ALBUQUERQUE,NEW MEXICO,2016.0,76.0,66.0,28.85,22.5,33.333333333333336,14.285714285714286,181.0,36.46408839779006,CENTER FOR REPRODUCTIVE MEDICINE OF NEW MEXICO ALBUQUERQUE
3899,GENESIS FERTILITY & REPRODUCTIVE MEDICINE,BROOKLYN,NEW YORK,2016.0,47.0,12.0,34.45,29.85,19.9,13.338461538461539,813.0,29.88929889298893,GENESIS FERTILITY & REPRODUCTIVE MEDICINE BROOKLYN
3900,KOFINAS FERTILITY GROUP,BROOKLYN,NEW YORK,2016.0,80.0,37.0,50.4,47.57857142857142,28.75,27.45,624.0,24.51923076923077,KOFINAS FERTILITY GROUP BROOKLYN
3901,"INFERTILITY & IVF MEDICAL ASSOCIATES OF WESTERN NEW YORK, PLLC",BUFFALO,NEW YORK,2016.0,68.0,1.0,33.45,22.4,13.740909090909092,3.4,616.0,17.045454545454547,"INFERTILITY & IVF MEDICAL ASSOCIATES OF WESTERN NEW YORK, PLLC DBA BUFFALO"
3902,"HUDSON VALLEY FERTILITY, PLLC",FISHKILL,NEW YORK,2016.0,71.0,6.0,31.65,27.647058823529413,14.823529411764707,24.545454545454547,294.0,23.46938775510204,"HUDSON VALLEY FERTILITY, PLLC FISHKILL"
3903,THE NEW YORK FERTILITY CENTER,FLUSHING,NEW YORK,2016.0,86.0,6.0,18.46111111111111,17.714285714285715,10.140909090909092,2.85,389.0,12.853470437017995,THE NEW YORK FERTILITY CENTER FLUSHING
3904,MONTEFIORE'S INSTITUTE FOR REPRODUCTIVE MEDICINE AND HEALTH,HARTSDALE,NEW YORK,2016.0,48.0,4.0,41.75,49.12280701754386,37.70294117647059,0.0,245.0,24.897959183673468,MONTEFIORE'S INSTITUTE FOR REPRODUCTIVE MEDICINE AND HEALTH HARTSDALE
3905,NEW YORK REPRODUCTIVE WELLNESS,JERICHO,NEW YORK,2016.0,91.0,8.0,28.4,40.45,28.75,20.833333333333336,190.0,32.10526315789474,NEW YORK REPRODUCTIVE WELLNESS JERICHO
3906,"BOSTON IVF, THE ALBANY CENTER",LOUDONVILLE,NEW YORK,2016.0,33.0,2.0,26.950000000000003,32.05,27.916666666666668,16.666666666666668,293.0,29.69283276450512,"BOSTON IVF, THE ALBANY CENTER LOUDONVILLE"
3907,NORTHWELL HEALTH FERTILITY,MANHASSET,NEW YORK,2016.0,81.0,23.0,36.45,31.1,23.25,20.7,1581.0,33.712839974699556,NORTHWELL HEALTH FERTILITY MANHASSET
3908,LONG ISLAND IVF,MELVILLE,NEW YORK,2016.0,71.0,11.0,28.450000000000003,34.25,23.549999999999997,14.850000000000001,1390.0,25.39568345323741,RMA LONG ISLAND IVF MELVILLE
3909,REPRODUCTIVE SPECIALISTS OF NEW YORK,MINEOLA,NEW YORK,2016.0,57.0,15.0,29.450000000000003,26.85,23.75,15.45,1551.0,30.754352030947775,NYU LANGONE REPRODUCTIVE SPECIALISTS OF NEW YORK MINEOLA
3913,CENTER FOR HUMAN REPRODUCTION (CHR),NEW YORK,NEW YORK,2016.0,67.0,5.0,25.871052631578948,14.926315789473685,19.46666666666667,24.27857142857143,607.0,8.401976935749587,CENTER FOR HUMAN REPRODUCTION (CHR) NEW YORK
3914,CHELSEA FERTILITY NYC,NEW YORK,NEW YORK,2016.0,84.0,18.0,39.72222222222222,29.166666666666664,25.0,20.0,195.0,21.025641025641026,CHELSEA FERTILITY NYC NEW YORK
3915,COLUMBIA UNIVERSITY CENTER FOR WOMEN'S REPRODUCTIVE CARE,NEW YORK,NEW YORK,2016.0,57.0,12.0,28.95,21.9,19.45,22.85,1434.0,20.292887029288703,COLUMBIA UNIVERSITY CENTER FOR WOMEN'S REPRODUCTIVE CARE NEW YORK
3916,"LIBERA MEDICAL, PLLC",NEW YORK,NEW YORK,2016.0,70.0,14.0,32.15,28.7,17.05,8.45,1072.0,24.067164179104477,"LIBERA MEDICAL, PLLC NEW YORK"
3920,NEW HOPE FERTILITY CENTER,NEW YORK,NEW YORK,2016.0,46.0,25.0,36.449999999999996,28.099999999999998,23.75,17.2,4123.0,16.08052389037109,THE NEW YORK FERTILITY CENTER FLUSHING
3922,"NEW YORK FERTILITY SERVICES, PC",NEW YORK,NEW YORK,2016.0,87.0,14.0,7.5,6.416666666666667,9.821428571428571,0.0,177.0,16.949152542372882,"NEW YORK FERTILITY SERVICES, PC NEW YORK"
3923,NEWAY MEDICAL,NEW YORK,NEW YORK,2016.0,82.0,7.0,35.95,29.6,28.900000000000002,3.8499999999999996,887.0,18.602029312288614,NEWAY MEDICAL NEW YORK
3924,NOBLE FERTILITY CENTER,NEW YORK,NEW YORK,2016.0,53.0,3.0,30.1,27.25,26.9,21.428571428571427,240.0,33.333333333333336,NEW HOPE FERTILITY CENTER NEW YORK
3925,NYU LANGONE FERTILITY CENTER,NEW YORK,NEW YORK,2016.0,27.0,45.0,41.65,37.3,32.35,31.0,2944.0,23.335597826086957,NEW HOPE FERTILITY CENTER NEW YORK
3927,"REPRODUCTIVE MEDICINE ASSOCIATES OF NEW YORK, LLP",NEW YORK,NEW YORK,2016.0,67.0,43.0,44.65,37.05,26.15,22.400000000000002,4862.0,31.65364047716989,"REPRODUCTIVE MEDICINE ASSOCIATES OF NEW YORK, LLP NEW YORK"
3928,WEILL CORNELL MEDICINE,NEW YORK,NEW YORK,2016.0,70.0,11.0,41.150000000000006,35.2,29.65,28.05,5289.0,20.022688598979013,WEILL CORNELL MEDICINE NEW YORK
3929,WESTMED REPRODUCTIVE SERVICES,PURCHASE,NEW YORK,2016.0,51.0,24.0,63.038888888888884,50.607287449392715,62.5,30.0,166.0,22.289156626506024,WESTMED REPRODUCTIVE SERVICES PURCHASE
3931,STRONG FERTILITY CENTER,ROCHESTER,NEW YORK,2016.0,73.0,11.0,33.05,31.025,17.892307692307693,60.0,383.0,19.321148825065276,STRONG FERTILITY CENTER ROCHESTER
3932,"ISLAND REPRODUCTIVE SERVICES, PC",STATEN ISLAND,NEW YORK,2016.0,81.0,60.0,42.55,37.65,31.73888888888889,22.727272727272727,480.0,37.291666666666664,"ISLAND REPRODUCTIVE SERVICES, PC STATEN ISLAND"
3933,CNY FERTILITY CENTER,SYRACUSE,NEW YORK,2016.0,85.0,5.0,33.25,28.299999999999997,17.2,9.7,3910.0,30.869565217391305,CNY FERTILITY CENTER SYRACUSE
3934,WESTCHESTER FERTILITY AND REPRODUCTIVE ENDOCRINOLOGY,WHITE PLAINS,NEW YORK,2016.0,72.0,21.0,24.433333333333334,39.0,25.0,0.0,199.0,34.67336683417086,WESTCHESTER FERTILITY & REPRODUCTIVE ENDOCRINOLOGY WHITE PLAINS
3935,GOLD COAST IVF,WOODBURY,NEW YORK,2016.0,88.0,7.0,44.1,37.5,37.02727272727273,18.452380952380953,319.0,26.645768025078368,GOLD COAST IVF WOODBURY
3936,NORTH CAROLINA CENTER FOR REPRODUCTIVE MEDICINE,CARY,NORTH CAROLINA,2016.0,83.0,6.0,28.55,31.35,23.2,13.636363636363637,415.0,37.34939759036145,NORTH CAROLINA CENTER FOR REPRODUCTIVE MEDICINE CARY
3937,PROGRAM FOR ASSISTED REPRODUCTION AT CAROLINAS MEDICAL CENTER,CHARLOTTE,NORTH CAROLINA,2016.0,76.0,27.0,34.55,32.439473684210526,25.85,25.0,552.0,45.471014492753625,PROGRAM FOR ASSISTED REPRODUCTION AT ATRIUM HEALTH'S CAROLINAS MEDICAL CENTER CHARLOTTE
3938,REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES OF CHARLOTTE,CHARLOTTE,NORTH CAROLINA,2016.0,81.0,20.0,36.75,32.4,29.15,16.955882352941174,1091.0,31.43904674610449,REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES OF CHARLOTTE CHARLOTTE
3939,DUKE FERTILITY CENTER,DURHAM,NORTH CAROLINA,2016.0,62.0,2.0,35.150000000000006,26.65,22.605882352941176,0.0,358.0,31.28491620111732,DUKE FERTILITY CENTER DURHAM
3942,"ATLANTIC REPRODUCTIVE MEDICINE SPECIALISTS, PA",RALEIGH,NORTH CAROLINA,2016.0,77.0,6.0,41.05,29.6,36.9,50.0,248.0,25.0,"ATLANTIC REPRODUCTIVE MEDICINE SPECIALISTS, PA RALEIGH"
3943,"CAROLINA CONCEPTIONS, PA",RALEIGH,NORTH CAROLINA,2016.0,80.0,21.0,48.25,31.950000000000003,35.7,38.888888888888886,875.0,28.8,"CAROLINA CONCEPTIONS, PA RALEIGH"
3944,UNC FERTILITY,RALEIGH,NORTH CAROLINA,2016.0,60.0,9.0,44.0,35.5,30.65,46.32352941176471,573.0,34.031413612565444,UNC FERTILITY RALEIGH
3945,CAROLINAS FERTILITY INSTITUTE,WINSTON SALEM,NORTH CAROLINA,2016.0,86.0,26.0,47.75,51.75,39.983333333333334,22.727272727272727,387.0,29.45736434108527,CAROLINAS FERTILITY INSTITUTE WINSTON-SALEM
3946,WAKE FOREST UNIVERSITY CENTER FOR REPRODUCTIVE MEDICINE,WINSTON SALEM,NORTH CAROLINA,2016.0,76.0,15.0,54.25,40.95,25.105555555555554,35.55555555555556,350.0,36.285714285714285,WAKE FOREST UNIVERSITY CENTER FOR REPRODUCTIVE MEDICINE WINSTON-SALEM
3947,SANFORD HEALTH REPRODUCTIVE MEDICINE INSTITUTE,FARGO,NORTH DAKOTA,2016.0,84.0,5.0,33.0,30.099999999999998,18.38235294117647,,326.0,40.1840490797546,SANFORD HEALTH REPRODUCTIVE MEDICINE INSTITUTE FARGO
3949,"REPRODUCTIVE GYNECOLOGY, INC.-AKRON",AKRON,OHIO,2016.0,52.0,5.0,39.0,28.450000000000003,30.834210526315793,8.333333333333334,512.0,41.015625,REPRODUCTIVE GYNECOLOGY & INFERTILITY-AKRON AKRON
3950,CLEVELAND CLINIC FERTILITY CENTER,BEACHWOOD,OHIO,2016.0,75.0,12.0,55.45,42.55,45.8,30.88235294117647,822.0,37.71289537712895,CLEVELAND CLINIC FERTILITY CENTER BEACHWOOD
3951,UNIVERSITY HOSPITALS FERTILITY CENTER,BEACHWOOD,OHIO,2016.0,69.0,7.0,38.4,28.15,20.75,16.666666666666668,607.0,25.041186161449755,UNIVERSITY HOSPITALS FERTILITY CENTER BEACHWOOD
3952,BETHESDA FERTILITY CENTER,CINCINNATI,OHIO,2016.0,64.0,5.0,26.799999999999997,27.444736842105264,23.636363636363637,0.0,266.0,30.451127819548873,BETHESDA FERTILITY CENTER CINCINNATI
3953,INSTITUTE FOR REPRODUCTIVE HEALTH,CINCINNATI,OHIO,2016.0,61.0,6.0,37.0,36.400000000000006,32.85,12.631578947368421,1174.0,31.601362862010223,INSTITUTE FOR REPRODUCTIVE HEALTH CINCINNATI
3954,OHIO REPRODUCTIVE MEDICINE,COLUMBUS,OHIO,2016.0,32.0,3.0,44.25,34.400000000000006,19.3,11.642307692307693,749.0,26.034712950600802,OHIO REPRODUCTIVE MEDICINE COLUMBUS
3955,SPRINGCREEK FERTILITY,DAYTON,OHIO,2016.0,79.0,10.0,51.8,52.67857142857143,33.92857142857143,0.0,192.0,31.25,SPRINGCREEK FERTILITY DAYTON
3957,KETTERING REPRODUCTIVE MEDICINE,KETTERING,OHIO,2016.0,68.0,2.0,40.5,40.38461538461539,28.888888888888886,0.0,210.0,30.476190476190474,KETTERING REPRODUCTIVE MEDICINE KETTERING
3959,UC CENTER FOR REPRODUCTIVE HEALTH,WEST CHESTER,OHIO,2016.0,63.0,6.0,28.8,25.0,4.545454545454546,,238.0,26.470588235294116,UC CENTER FOR REPRODUCTIVE HEALTH WEST CHESTER
3960,"REPRODUCTIVE GYNECOLOGY, INC.-WESTERVILLE",WESTERVILLE,OHIO,2016.0,49.0,3.0,45.8,43.05294117647058,18.7,25.0,358.0,32.960893854748605,REPRODUCTIVE GYNECOLOGY & INFERTILITY-WESTERVILLE WESTERVILLE
3961,"HENRY G. BENNETT, JR., FERTILITY INSTITUTE",OKLAHOMA CITY,OKLAHOMA,2016.0,60.0,1.0,39.45,32.034615384615385,22.635714285714286,14.285714285714286,374.0,19.518716577540108,BENNETT FERTILITY INSTITUTE OKLAHOMA CITY
3962,OU PHYSICIANS REPRODUCTIVE MEDICINE,OKLAHOMA CITY,OKLAHOMA,2016.0,78.0,3.0,42.65,37.099999999999994,7.15,16.666666666666668,283.0,28.62190812720848,OU PHYSICIANS REPRODUCTIVE MEDICINE OKLAHOMA CITY
3963,TULSA FERTILITY CENTER,TULSA,OKLAHOMA,2016.0,81.0,13.0,30.25,23.116666666666667,23.7,50.0,392.0,26.785714285714285,TULSA FERTILITY CENTER TULSA
3964,THE FERTILITY CENTER OF OREGON,EUGENE,OREGON,2016.0,86.0,26.0,35.75,36.05,38.46153846153846,0.0,191.0,37.696335078534034,THE FERTILITY CENTER OF OREGON EUGENE
3965,OREGON REPRODUCTIVE MEDICINE,PORTLAND,OREGON,2016.0,75.0,64.0,58.599999999999994,55.75,40.0,34.855555555555554,1882.0,24.335812964930923,OREGON REPRODUCTIVE MEDICINE PORTLAND
3966,UNIVERSITY FERTILITY CONSULTANTS,PORTLAND,OREGON,2016.0,80.0,28.0,33.1,37.95,31.95,21.75,680.0,35.73529411764706,UNIVERSITY FERTILITY CONSULTANTS PORTLAND
3967,"ABINGTON REPRODUCTIVE MEDICINE, ABINGTON IVF AND GENETICS",ABINGTON,PENNSYLVANIA,2016.0,65.0,9.0,36.0,34.1,19.05,28.12222222222222,716.0,28.07262569832402,"ABINGTON REPRODUCTIVE MEDICINE, ABINGTON IVF AND GENETICS ABINGTON"
3968,REPRODUCTIVE MEDICINE ASSOCIATES OF PENNSYLVANIA,ALLENTOWN,PENNSYLVANIA,2016.0,81.0,50.0,47.95,31.75,28.85,40.0,325.0,42.15384615384615,REPRODUCTIVE MEDICINE ASSOCIATES OF PENNSYLVANIA ALLENTOWN
3970,MAIN LINE FERTILITY AND REPRODUCTIVE MEDICINE,BRYN MAWR,PENNSYLVANIA,2016.0,33.0,22.0,36.7,39.2,16.0,21.049999999999997,1182.0,25.80372250423012,MAIN LINE FERTILITY AND REPRODUCTIVE MEDICINE BRYN MAWR
